label,news
false,"it has been estimated that nearly 40 percent of all guns sold in america are sold by private, unlicensed sellers either online or through gun shows."
true,2008 was the deadliest year of the war (in afghanistan) for american forces.
true,"florida teachers are ""already paid $5,000 below the national average."""
true,"since rick perry became governor, texas has gone from 46th in the country to 50th in the population that graduates from high school."
true,says amanda fritz manages less than 5 percent of city operations.
true,the streetcar project planned by mayor tom barrett would be a 1900s style trolley.
true,"americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better."
false,polls show that floridians dont want to repeal the affordable care act.
false,says congressman bill pascrell voted to remove the public option from the affordable health care act.
true,"lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities."
false,greg abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.
true,on offshore drilling for energy
false,"under a proposed medical marijuana amendment in florida, you dont get refills -- you get it forever."
false,"a data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option."""
true,"enacting the right-to-carry act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines."
